Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
79,90,RL,72.0,10778,Reg,Inside,Sawyer,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,1768,1768,TA,1768,0,1768,0,2,0,4,TA,8,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,4,2010,Normal,136500
80,50,RM,60.0,10440,Reg,Corner,OldTown,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,440,440,Gd,682,548,1230,0,1,1,2,TA,5,0,Missing,Detchd,1966.0,Unf,2,440,74,0,128,5,2009,Normal,110000
81,60,RL,100.0,13000,Reg,Corner,NAmes,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,TA,CBlock,Gd,No,Rec,448,Unf,448,896,TA,1182,960,2142,0,2,1,4,Gd,8,1,Gd,Attchd,1968.0,Fin,1,509,0,72,0,6,2009,Normal,193500
82,120,RM,32.0,4500,Reg,FR2,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,PConc,Ex,No,GLQ,1201,Unf,36,1237,Ex,1337,0,1337,1,2,0,2,TA,5,0,Missing,Attchd,1998.0,Fin,2,405,0,199,0,3,2006,Normal,153500
83,20,RL,78.0,10206,Reg,Inside,Somerst,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,PConc,Gd,No,GLQ,33,Unf,1530,1563,Ex,1563,0,1563,0,2,0,3,Gd,6,1,Gd,Attchd,2007.0,RFn,3,758,144,99,0,10,2008,Normal,245000
84,20,RL,80.0,8892,IR1,Inside,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,TA,CBlock,TA,No,Unf,0,Unf,1065,1065,Gd,1065,0,1065,0,1,1,3,TA,6,0,Missing,Detchd,1974.0,Unf,2,461,74,0,0,7,2007,Normal,126500
85,80,RL,69.0,8530,IR1,Inside,Gilbert,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,PConc,Gd,No,Unf,0,Unf,384,384,Gd,804,670,1474,0,2,1,3,TA,7,1,TA,BuiltIn,1995.0,Fin,2,400,120,72,0,5,2009,Normal,168500
86,60,RL,121.0,16059,Reg,Corner,NoRidge,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,Gd,CBlock,Gd,No,Unf,0,Unf,1288,1288,Ex,1301,1116,2417,0,2,1,4,Gd,9,1,TA,Attchd,1991.0,Unf,2,462,127,82,0,4,2006,Normal,260000
87,60,RL,122.0,11911,IR2,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,Unf,684,684,Ex,684,876,1560,0,2,1,3,Gd,6,1,Gd,BuiltIn,2005.0,Fin,2,400,100,38,0,3,2009,Normal,174000
88,160,FV,40.0,3951,Reg,Corner,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,PConc,Gd,Av,Unf,0,Unf,612,612,Ex,612,612,1224,0,2,1,2,Gd,4,0,Missing,Detchd,2009.0,RFn,2,528,0,234,0,6,2009,Partial,164500
89,50,C (all),105.0,8470,IR1,Corner,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,Fa,CBlock,TA,No,Unf,0,Unf,1013,1013,TA,1013,0,1526,0,1,0,2,Fa,6,0,Missing,Attchd,1980.0,Unf,0,0,0,0,156,10,2009,Abnorml,85000
90,20,RL,60.0,8070,Reg,Inside,CollgCr,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,588,Unf,402,990,Ex,990,0,990,1,1,0,3,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,8,2007,Normal,123600
91,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1040,0,1040,0,1,0,2,TA,4,0,Missing,Detchd,1950.0,Unf,2,420,0,29,0,7,2006,Normal,109900
92,20,RL,85.0,8500,Reg,Inside,NAmes,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,TA,CBlock,TA,No,Rec,600,Unf,635,1235,TA,1235,0,1235,0,1,0,2,TA,6,0,Missing,Attchd,1961.0,Unf,2,480,0,0,0,12,2006,Abnorml,98600
93,30,RL,80.0,13360,IR1,Inside,Crawfor,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,No,ALQ,713,Unf,163,876,Ex,964,0,964,1,1,0,2,TA,5,0,Missing,Detchd,1921.0,Unf,2,432,0,0,44,8,2009,Normal,163500
94,190,C (all),60.0,7200,Reg,Corner,OldTown,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Mn,Rec,1046,Unf,168,1214,Ex,1260,1031,2291,0,2,0,4,TA,9,1,Gd,Detchd,1900.0,Unf,2,506,0,0,0,11,2007,Normal,133900
95,60,RL,69.0,9337,IR1,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,648,Unf,176,824,Ex,905,881,1786,1,2,1,3,Gd,7,0,Missing,Attchd,1997.0,RFn,2,684,0,162,0,5,2007,Normal,204750
96,60,RL,69.0,9765,IR2,Corner,Gilbert,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,Ex,PConc,Gd,No,ALQ,310,Unf,370,680,Gd,680,790,1470,0,2,1,3,TA,6,1,TA,BuiltIn,1993.0,Fin,2,420,232,63,0,4,2009,Normal,185000
97,20,RL,78.0,10264,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,Av,ALQ,1162,Unf,426,1588,Ex,1588,0,1588,0,2,0,3,Gd,6,0,Missing,Attchd,1999.0,RFn,2,472,158,29,0,8,2006,Normal,214000
98,20,RL,73.0,10921,Reg,Inside,Edwards,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,CBlock,TA,No,Rec,520,Unf,440,960,TA,960,0,960,1,1,0,3,TA,6,0,Missing,Attchd,1965.0,Fin,1,432,120,0,0,5,2007,Normal,94750
99,30,RL,85.0,10625,Reg,Corner,Edwards,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,108,Unf,350,458,Fa,835,0,835,0,1,0,2,TA,5,0,Missing,Basment,1920.0,Unf,1,366,0,0,77,5,2010,Abnorml,83000
100,20,RL,77.0,9320,IR1,Inside,NAmes,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,569,Unf,381,950,Fa,1225,0,1225,1,1,1,3,TA,6,0,Missing,Attchd,1980.0,Unf,0,0,352,0,0,1,2010,Normal,128950
101,20,RL,69.0,10603,IR1,Inside,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,PConc,TA,Mn,ALQ,1200,Unf,410,1610,Gd,1610,0,1610,1,2,0,3,Gd,6,2,TA,Attchd,1977.0,RFn,2,480,168,68,0,2,2010,Normal,205000
102,60,RL,77.0,9206,Reg,Inside,SawyerW,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,CBlock,Gd,No,Unf,0,Unf,741,741,TA,977,755,1732,0,2,1,3,Gd,7,1,TA,Attchd,1985.0,Fin,2,476,192,46,0,6,2010,Normal,178000
103,90,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,Missing,Attchd,1979.0,Unf,2,410,0,0,0,6,2009,Alloca,118964
104,20,RL,94.0,10402,IR1,Corner,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,1226,1226,Ex,1226,0,1226,0,2,0,3,Gd,6,0,Missing,Attchd,2009.0,RFn,3,740,0,36,0,5,2010,Normal,198900
105,50,RM,69.0,7758,Reg,Corner,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600.0,TA,PConc,TA,No,LwQ,224,Unf,816,1040,Ex,1226,592,1818,0,1,1,4,TA,7,2,TA,Detchd,1951.0,Unf,1,240,0,0,0,6,2007,Normal,169500
106,60,FV,75.0,9375,Reg,Inside,Somerst,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,PConc,Ex,No,Unf,0,Unf,1053,1053,Ex,1053,939,1992,0,2,1,3,Gd,9,1,Gd,Attchd,2003.0,RFn,2,648,140,45,0,8,2008,Normal,250000
107,30,RM,60.0,10800,Reg,Inside,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,Unf,641,641,Gd,1047,0,1047,0,1,0,2,TA,6,0,Missing,Detchd,1954.0,Unf,1,273,0,0,0,8,2007,Normal,100000
108,20,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,104,BLQ,516,789,Ex,789,0,789,0,1,0,2,TA,5,0,Missing,Detchd,1948.0,Unf,1,250,0,0,0,4,2008,Partial,115000
109,50,RM,85.0,8500,Reg,Corner,IDOTRR,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,793,793,TA,997,520,1517,0,2,0,3,Fa,7,0,Missing,Attchd,1980.0,Unf,0,0,0,0,144,8,2007,Normal,115000
110,20,RL,105.0,11751,IR1,Inside,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480.0,TA,CBlock,Gd,No,BLQ,705,Unf,1139,1844,Ex,1844,0,1844,0,2,0,3,TA,7,1,TA,Attchd,1977.0,RFn,2,546,0,122,0,1,2010,Normal,190000
111,50,RL,75.0,9525,Reg,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,444,Unf,550,994,Gd,1216,639,1855,0,2,0,4,TA,7,0,Missing,Attchd,1954.0,Unf,1,325,182,0,0,10,2006,Normal,136900
112,80,RL,69.0,7750,IR1,Inside,Gilbert,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,250,Unf,134,384,Ex,774,656,1430,0,2,1,3,TA,7,1,TA,BuiltIn,2000.0,Fin,2,400,180,0,0,4,2010,Normal,180000
113,60,RL,77.0,9965,Reg,Inside,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,Gd,PConc,Ex,Av,GLQ,984,Unf,280,1264,Ex,1282,1414,2696,1,2,1,4,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,792,120,184,0,10,2007,Partial,383970
114,20,RL,69.0,21000,Reg,Corner,Crawfor,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,Gd,Mn,ALQ,35,Rec,905,1809,TA,2259,0,2259,1,2,0,3,Gd,7,2,Gd,Basment,1953.0,Unf,2,450,166,120,192,10,2007,Abnorml,217000
115,70,RL,61.0,7259,IR1,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,774,LwQ,104,1028,Ex,1436,884,2320,1,2,1,3,Gd,9,1,TA,Detchd,1945.0,Unf,1,180,224,0,0,7,2007,Normal,259500
116,160,FV,34.0,3230,Reg,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,No,GLQ,419,Unf,310,729,Gd,729,729,1458,0,2,1,2,TA,5,1,Fa,Detchd,1999.0,Unf,2,440,0,32,0,6,2007,Normal,176000
117,20,RL,69.0,11616,Reg,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,No,LwQ,170,BLQ,252,1092,TA,1092,0,1092,0,1,0,3,TA,6,1,Po,Attchd,1962.0,Unf,1,288,0,20,144,9,2009,Normal,139000
118,20,RL,74.0,8536,Reg,Corner,Edwards,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,1125,1125,Gd,1125,0,1125,0,1,1,2,TA,5,0,Missing,Attchd,2007.0,Unf,2,430,80,64,0,4,2007,Partial,155000
119,60,RL,90.0,12376,Reg,Corner,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0.0,TA,PConc,Gd,Mn,GLQ,1470,Unf,203,1673,Gd,1699,1523,3222,1,3,0,5,Gd,11,2,TA,Attchd,1990.0,Unf,3,594,367,0,0,5,2010,Normal,320000
120,60,RL,65.0,8461,Reg,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390,0,24,0,7,2006,Partial,163990
121,80,RL,69.0,21453,IR1,CulDSac,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,ALQ,938,Unf,0,938,Ex,988,0,988,1,1,0,1,TA,4,2,TA,Attchd,1969.0,Unf,2,540,0,130,0,10,2006,Normal,180000
122,50,RM,50.0,6060,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,732,732,Gd,772,351,1123,0,1,0,3,TA,4,0,Missing,Detchd,1979.0,Unf,1,264,0,0,140,6,2007,Normal,100000
123,20,RL,75.0,9464,Reg,Corner,NAmes,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,CBlock,TA,No,BLQ,570,Unf,510,1080,Gd,1080,0,1080,0,1,0,3,TA,5,0,Missing,Attchd,1958.0,Unf,1,288,0,0,0,6,2008,Normal,136000
124,120,RL,55.0,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,0.0,Gd,PConc,Gd,No,GLQ,300,Unf,899,1199,Ex,1199,0,1199,0,2,0,2,Gd,5,0,Missing,Attchd,1993.0,RFn,2,530,0,63,0,3,2008,Normal,153900
125,20,RL,48.0,17043,IR1,CulDSac,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,Unf,0,Unf,1362,1362,TA,1586,0,1586,0,2,0,3,TA,7,1,TA,Attchd,1979.0,Unf,2,435,192,0,0,1,2009,Normal,181000
126,190,RM,60.0,6780,Reg,Inside,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,GLQ,490,Unf,30,520,Gd,520,0,754,1,1,0,2,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,53,0,0,6,2006,Normal,84500
127,120,RL,69.0,4928,IR1,Inside,NPkVill,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,ALQ,120,Unf,958,1078,TA,958,0,958,0,2,0,2,TA,5,1,TA,Attchd,1977.0,RFn,2,440,0,205,0,2,2007,Normal,128000
128,45,RM,55.0,4388,IR1,Inside,OldTown,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,116,Unf,556,672,Ex,840,0,840,0,1,0,3,TA,5,1,TA,Attchd,1980.0,Unf,0,0,0,0,0,6,2007,Normal,87000
129,60,RL,69.0,7590,Reg,Inside,NAmes,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,CBlock,TA,No,BLQ,512,Unf,148,660,TA,660,688,1348,0,1,1,3,TA,6,1,Fa,Attchd,1966.0,RFn,2,453,188,108,0,7,2006,Normal,155000
130,20,RL,69.0,8973,Reg,Inside,NAmes,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85.0,TA,CBlock,TA,No,Rec,567,BLQ,413,1008,TA,1053,0,1053,0,1,1,3,Ex,6,0,Missing,2Types,1998.0,RFn,2,750,0,80,0,7,2006,Abnorml,150000
131,60,RL,88.0,14200,Reg,Corner,NAmes,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,CBlock,TA,No,Rec,445,Unf,479,924,Ex,1216,941,2157,0,2,1,4,Gd,8,2,Gd,Attchd,1966.0,Fin,2,487,105,66,0,5,2006,Normal,226000
132,60,RL,69.0,12224,IR1,Corner,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,No,GLQ,695,Unf,297,992,Ex,1022,1032,2054,1,2,1,3,Gd,7,1,TA,BuiltIn,2000.0,RFn,2,390,24,48,0,7,2009,Normal,244000
133,20,RL,75.0,7388,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,405,Unf,658,1063,Gd,1327,0,1327,1,1,0,3,Gd,7,0,Missing,Detchd,1974.0,Unf,2,624,0,0,0,7,2007,Normal,150750
134,20,RL,69.0,6853,IR1,Inside,Timber,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,136.0,Gd,PConc,Ex,No,GLQ,1005,Unf,262,1267,Ex,1296,0,1296,1,2,0,2,Gd,6,0,Missing,Attchd,2001.0,Fin,2,471,192,25,0,6,2009,Normal,220000
135,20,RL,78.0,10335,IR1,Inside,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Rec,570,Unf,891,1461,Gd,1721,0,1721,0,2,1,3,TA,7,1,TA,Attchd,1968.0,RFn,2,440,0,96,180,7,2006,Normal,180000
136,20,RL,80.0,10400,Reg,Inside,NWAmes,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,PConc,TA,No,Unf,0,Unf,1304,1304,Gd,1682,0,1682,0,2,0,3,TA,7,1,Gd,Attchd,1970.0,Unf,2,530,98,0,0,5,2008,Normal,174000
137,20,RL,69.0,10355,IR1,Corner,NAmes,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,196.0,TA,CBlock,TA,No,BLQ,695,Unf,519,1214,TA,1214,0,1214,0,2,0,3,TA,5,1,Fa,Attchd,1967.0,RFn,1,318,0,111,0,7,2007,Normal,143000
138,90,RL,82.0,11070,Reg,Inside,Mitchel,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,CBlock,TA,No,Unf,0,Unf,1907,1907,Gd,1959,0,1959,0,3,0,5,TA,9,0,Missing,2Types,1989.0,Unf,3,766,0,0,0,7,2006,Family,171000
139,60,RL,73.0,9066,IR1,Inside,CollgCr,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,Mn,GLQ,668,Unf,336,1004,Ex,1004,848,1852,0,2,1,3,Gd,7,2,TA,Attchd,1999.0,Fin,3,660,224,106,0,12,2008,Normal,230000
140,60,RL,65.0,15426,IR1,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,821,Unf,107,928,Ex,928,836,1764,1,2,1,3,Gd,7,0,Missing,Attchd,1997.0,RFn,2,470,276,99,0,8,2009,Normal,231500
141,20,RL,70.0,10500,Reg,FR2,NAmes,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,432,Unf,432,864,TA,864,0,864,0,1,0,3,TA,5,1,Po,Attchd,1980.0,Unf,0,0,0,0,0,4,2010,Normal,115000
142,20,RL,78.0,11645,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,1300,Unf,434,1734,Ex,1734,0,1734,1,2,0,3,Gd,7,0,Missing,Attchd,2005.0,Fin,2,660,160,24,0,1,2006,Normal,260000
143,50,RL,71.0,8520,Reg,Corner,NAmes,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,507,Unf,403,910,Fa,910,475,1385,0,2,0,4,TA,6,0,Missing,Detchd,2000.0,Unf,2,720,0,0,0,6,2010,Normal,166000
144,20,RL,78.0,10335,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,Gd,GLQ,679,Unf,811,1490,Ex,1501,0,1501,1,2,0,3,Gd,6,0,Missing,Attchd,1999.0,RFn,2,577,144,29,0,6,2009,Normal,204000
145,90,RM,70.0,9100,Reg,Inside,Sawyer,Duplex,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,336.0,TA,CBlock,TA,No,Rec,1332,Unf,396,1728,TA,1728,0,1728,1,2,0,6,TA,10,0,Missing,Detchd,1963.0,Unf,2,504,0,0,0,11,2006,Abnorml,125000
146,160,RM,24.0,2522,Reg,Inside,Edwards,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0,Unf,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,Missing,Detchd,2004.0,Unf,2,380,0,40,0,4,2006,Normal,130000
147,30,RM,51.0,6120,Reg,Corner,BrkSide,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,209,Unf,506,715,TA,875,0,875,1,1,0,2,TA,5,0,Missing,Detchd,1931.0,Unf,1,180,48,0,0,11,2009,Normal,105000
148,60,RL,69.0,9505,IR1,CulDSac,Gilbert,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,PConc,Gd,No,Unf,0,Unf,884,884,Ex,884,1151,2035,0,2,1,3,Gd,8,1,Gd,BuiltIn,2001.0,Fin,2,434,144,48,0,5,2010,Normal,222500
149,20,RL,63.0,7500,Reg,Inside,SawyerW,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,120.0,TA,PConc,Gd,No,GLQ,680,Unf,400,1080,Ex,1080,0,1080,1,1,0,3,Gd,6,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,4,2008,Normal,141000
150,50,RM,69.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Gd,No,Unf,0,Unf,896,896,Gd,896,448,1344,0,1,0,3,TA,7,0,Missing,Detchd,1936.0,Unf,1,240,200,114,0,4,2006,Normal,115000
151,20,RL,120.0,10356,Reg,Corner,CollgCr,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,BLQ,716,Unf,253,969,TA,969,0,969,0,1,1,3,TA,5,0,Missing,Attchd,1975.0,Unf,2,440,0,0,0,1,2007,Normal,122000
152,20,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436.0,Gd,PConc,Ex,Gd,GLQ,1400,Unf,310,1710,Ex,1710,0,1710,1,2,0,2,Gd,6,1,Gd,Attchd,2007.0,RFn,3,866,0,102,0,1,2008,Partial,372402
153,60,RL,69.0,14803,IR1,CulDSac,NWAmes,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,252.0,TA,CBlock,TA,No,Rec,416,Unf,409,825,Gd,1097,896,1993,0,2,1,4,TA,8,1,Gd,Attchd,1971.0,RFn,2,495,0,66,0,6,2006,Normal,190000
154,20,RL,69.0,13500,Reg,Inside,ClearCr,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,None,0.0,TA,CBlock,Gd,Gd,BLQ,429,ALQ,93,1602,Gd,1252,0,1252,1,1,0,1,TA,4,1,Gd,Attchd,1960.0,RFn,2,564,409,0,0,3,2008,Normal,235000
155,30,RM,84.0,11340,Reg,Corner,OldTown,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,1200,1200,TA,1200,0,1200,0,1,0,4,TA,7,0,Missing,Detchd,1923.0,Unf,1,312,0,0,228,3,2006,Family,125000
156,50,RL,60.0,9600,Reg,Corner,Edwards,1Fam,1.5Fin,6,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,572,572,Fa,572,524,1096,0,1,0,2,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,0,8,128,4,2008,Normal,79000
157,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,0,0,TA,1040,0,1040,0,1,0,2,TA,5,0,Missing,Detchd,1950.0,Unf,2,625,0,0,0,6,2006,Normal,109500
158,60,RL,92.0,12003,Reg,Corner,Timber,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84.0,Gd,PConc,Ex,No,Unf,0,Unf,774,774,Ex,774,1194,1968,0,2,1,4,Ex,8,1,Gd,BuiltIn,2009.0,Fin,3,680,0,75,0,5,2010,Partial,269500
159,60,FV,100.0,12552,Reg,Corner,Somerst,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,222,Unf,769,991,Ex,991,956,1947,0,2,1,3,Gd,8,1,Gd,Attchd,2004.0,RFn,2,678,0,136,0,5,2010,Normal,254900
